length,coverage,directness,poi_coverage,components,efficiency_global,efficiency_local
0,0,0,0,0,0.5249666811297667,0.0
0,0,0,0,0,0.6338659222151433,0.027195705865206737
0,0,0,0,0,0.6104863381500354,0.031083339238218415
0,0,0,0,0,0.6969393657297881,0.0769002481378366
0,0,0,0,0,0.7179320144707789,0.12449479646372437
0,0,0,0,0,0.7050439054332673,0.1682167673203427
0,0,0,0,0,0.7353984376012838,0.23449898268377967
0,0,0,0,0,0.7225494647751672,0.22851615809795195
0,0,0,0,0,0.7160049351063001,0.24662617642520313
0,0,0,0,0,0.7099979873864093,0.24853567509811747
0,0,0,0,0,0.7095156797456886,0.26506586711538366
0,0,0,0,0,0.7168158871331467,0.3082506103358156
0,0,0,0,0,0.7237689443267464,0.35926269910008624
0,0,0,0,0,0.7284065768067354,0.4354626966455864
0,0,0,0,0,0.7383389461764246,0.48979045300121293
0,0,0,0,0,0.7423168605571775,0.5508335938628873
0,0,0,0,0,0.7465256853384271,0.5926301593603316
0,0,0,0,0,0.748780139245234,0.6199065060868589
0,0,0,0,0,0.7499279627665005,0.6558814649836301
0,0,0,0,0,0.7501991186609336,0.6956315893261458
